,id,accession_number,artist,artistRole,artistId,title,dateText,medium,creditLine,year,acquisitionYear,dimensions,width,height,depth,units,inscription,thumbnailCopyright,thumbnailUrl,url
484,7518,A00488,"Jones, George",artist,300,[title not known],date not known,Ink and watercolour on paper,Presented by the artist's widow 1888,,1888.0,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00488_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00488
485,7519,A00489,"Jones, George",artist,300,[title not known],date not known,"Ink, watercolour and graphite on paper",Presented by the artist's widow 1888,,1888.0,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00489_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00489
486,7520,A00490,"Jones, George",artist,300,[title not known],date not known,"Ink, watercolour and graphite on paper",Presented by the artist's widow 1888,,1888.0,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00490_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00490
488,7522,A00492,"Jones, George",artist,300,[title not known],date not known,"Graphite, ink and watercolour on paper",Presented by the artist's widow 1888,,1888.0,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00492_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00492
490,7524,A00494,"Jones, George",artist,300,[title not known],date not known,Graphite and watercolour on paper,Presented by the artist's widow 1888,,1888.0,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00494_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00494
491,7525,A00495,"Jones, George",artist,300,[title not known],date not known,Ink and watercolour on paper,Presented by the artist's widow 1888,,1888.0,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00495_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00495
492,7526,A00496,"Jones, George",artist,300,[title not known],date not known,Watercolour and graphite on paper,Presented by the artist's widow 1888,,1888.0,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00496_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00496
493,7527,A00497,"Jones, George",artist,300,[title not known],date not known,Ink and watercolour on paper,Presented by the artist's widow 1888,,1888.0,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00497_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00497
494,7528,A00498,"Jones, George",artist,300,[title not known],date not known,Watercolour and graphite on paper,Presented by the artist's widow 1888,,1888.0,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00498_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00498
495,7529,A00499,"Jones, George",artist,300,[title not known],date not known,Ink and watercolour on paper,Presented by the artist's widow 1888,,1888.0,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00499_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00499
498,7532,A00502,"Jones, George",artist,300,[title not known],date not known,Graphite and watercolour on paper,Presented by the artist's widow 1888,,1888.0,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00502_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00502
499,7533,A00503,"Jones, George",artist,300,[title not known],date not known,Watercolour and graphite on paper,Presented by the artist's widow 1888,,1888.0,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00503_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00503
500,7534,A00504,"Jones, George",artist,300,[title not known],date not known,Ink and watercolour on paper,Presented by the artist's widow 1888,,1888.0,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00504_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00504
502,7536,A00506,"Jones, George",artist,300,[title not known],date not known,"Graphite, ink and watercolour on paper",Presented by the artist's widow 1888,,1888.0,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00506_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00506
504,7538,A00508,"Jones, George",artist,300,[title not known],date not known,"Watercolour, ink and graphite on paper",Presented by the artist's widow 1888,,1888.0,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00508_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00508
506,7540,A00510,"Jones, George",artist,300,[title not known],date not known,Ink and watercolour on paper,Presented by the artist's widow 1888,,1888.0,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00510_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00510
507,7541,A00511,"Jones, George",artist,300,[title not known],date not known,Ink and watercolour on paper,Presented by the artist's widow 1888,,1888.0,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00511_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00511
508,7542,A00512,"Jones, George",artist,300,[title not known],date not known,Ink and watercolour on paper,Presented by the artist's widow 1888,,1888.0,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00512_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00512
509,7543,A00513,"Jones, George",artist,300,[title not known],date not known,Watercolour and graphite on paper,Presented by the artist's widow 1888,,1888.0,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00513_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00513
511,7545,A00515,"Jones, George",artist,300,[title not known],date not known,Ink and watercolour on paper,Presented by the artist's widow 1888,,1888.0,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00515_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00515
512,7546,A00516,"Jones, George",artist,300,[title not known],date not known,Graphite and watercolour on paper,Presented by the artist's widow 1888,,1888.0,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00516_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00516
514,7548,A00518,"Jones, George",artist,300,[title not known],date not known,Watercolour and graphite on paper,Presented by the artist's widow 1888,,1888.0,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00518_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00518
515,7549,A00519,"Jones, George",artist,300,[title not known],date not known,Watercolour and graphite on paper,Presented by the artist's widow 1888,,1888.0,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00519_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00519
517,7551,A00521,"Jones, George",artist,300,[title not known],date not known,Watercolour and graphite on paper,Presented by the artist's widow 1888,,1888.0,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00521_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00521
525,7559,A00529,"Jones, George",artist,300,[title not known],date not known,Graphite and watercolour on paper,Presented by the artist's widow 1888,,1888.0,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00529_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00529
527,7561,A00531,"Jones, George",artist,300,[title not known],date not known,"Ink, graphite and watercolour on paper. Verso: graphite on paper",Presented by the artist's widow 1888,,1888.0,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00531_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00531
540,7574,A00544,"Jones, George",artist,300,[title not known],date not known,"Ink, watercolour and graphite on paper",Presented by the artist's widow 1888,,1888.0,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00544_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00544
542,7576,A00546,"Jones, George",artist,300,[title not known],date not known,Ink and watercolour on paper,Presented by the artist's widow 1888,,1888.0,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00546_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00546
552,7586,A00556,"Jones, George",artist,300,[title not known],date not known,"Ink, watercolour and graphite on paper",Presented by the artist's widow 1888,,1888.0,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00556_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00556
553,7587,A00557,"Jones, George",artist,300,[title not known],date not known,"Ink, graphite and watercolour on paper",Presented by the artist's widow 1888,,1888.0,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00557_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00557
555,7589,A00559,"Jones, George",artist,300,[title not known],date not known,"Ink, watercolour and graphite on paper",Presented by the artist's widow 1888,,1888.0,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00559_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00559
557,7591,A00561,"Jones, George",artist,300,[title not known],date not known,Watercolour and ink on paper,Presented by the artist's widow 1888,,1888.0,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00561_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00561
558,7592,A00562,"Jones, George",artist,300,[title not known],date not known,Watercolour on paper,Presented by the artist's widow 1888,,1888.0,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00562_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00562
559,7593,A00563,"Jones, George",artist,300,[title not known],date not known,Watercolour on paper,Presented by the artist's widow 1888,,1888.0,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00563_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00563
560,7594,A00564,"Jones, George",artist,300,[title not known],date not known,Watercolour and graphite on paper,Presented by the artist's widow 1888,,1888.0,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00564_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00564
561,7595,A00565,"Jones, George",artist,300,[title not known],date not known,Watercolour and ink on paper,Presented by the artist's widow 1888,,1888.0,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00565_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00565
562,7596,A00566,"Jones, George",artist,300,[title not known],date not known,"Watercolour, ink and graphite on paper",Presented by the artist's widow 1888,,1888.0,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00566_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00566
563,7597,A00567,"Jones, George",artist,300,[title not known],date not known,Watercolour and graphite on paper,Presented by the artist's widow 1888,,1888.0,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00567_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00567
564,7598,A00568,"Jones, George",artist,300,[title not known],date not known,Watercolour and graphite on paper,Presented by the artist's widow 1888,,1888.0,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00568_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00568
565,7599,A00569,"Jones, George",artist,300,[title not known],date not known,Watercolour and graphite on paper,Presented by the artist's widow 1888,,1888.0,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00569_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00569
566,7600,A00570,"Jones, George",artist,300,[title not known],date not known,Watercolour and graphite on paper,Presented by the artist's widow 1888,,1888.0,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00570_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00570
567,7601,A00571,"Jones, George",artist,300,[title not known],date not known,Watercolour and graphite on paper,Presented by the artist's widow 1888,,1888.0,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00571_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00571
568,7602,A00572,"Jones, George",artist,300,[title not known],date not known,Watercolour on paper,Presented by the artist's widow 1888,,1888.0,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00572_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00572
569,7603,A00573,"Jones, George",artist,300,[title not known],date not known,Watercolour on paper,Presented by the artist's widow 1888,,1888.0,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00573_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00573
570,7604,A00574,"Jones, George",artist,300,[title not known],date not known,Watercolour and graphite on paper,Presented by the artist's widow 1888,,1888.0,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00574_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00574
571,7605,A00575,"Jones, George",artist,300,[title not known],date not known,"Ink, watercolour and gouache on paper",Presented by the artist's widow 1888,,1888.0,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00575_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00575
572,7606,A00576,"Jones, George",artist,300,[title not known],date not known,Watercolour and ink on paper,Presented by the artist's widow 1888,,1888.0,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00576_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00576
573,7607,A00577,"Jones, George",artist,300,[title not known],date not known,Watercolour and ink on paper,Presented by the artist's widow 1888,,1888.0,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00577_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00577
574,7608,A00578,"Jones, George",artist,300,[title not known],date not known,"Watercolour, ink and graphite on paper",Presented by the artist's widow 1888,,1888.0,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00578_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00578
575,7609,A00579,"Jones, George",artist,300,[title not known],date not known,Watercolour and graphite on paper,Presented by the artist's widow 1888,,1888.0,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00579_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00579
576,7610,A00580,"Jones, George",artist,300,[title not known],date not known,"Watercolour, ink and graphite on paper",Presented by the artist's widow 1888,,1888.0,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00580_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00580
577,7611,A00581,"Jones, George",artist,300,[title not known],date not known,"Watercolour, ink and graphite on paper",Presented by the artist's widow 1888,,1888.0,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00581_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00581
578,7612,A00582,"Jones, George",artist,300,[title not known],date not known,"Watercolour, ink and graphite on paper",Presented by the artist's widow 1888,,1888.0,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00582_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00582
580,7614,A00584,"Jones, George",artist,300,[title not known],date not known,"Watercolour, ink and gouache on paper",Presented by the artist's widow 1888,,1888.0,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00584_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00584
582,7616,A00586,"Jones, George",artist,300,[title not known],date not known,Ink and watercolour on paper,Presented by the artist's widow 1888,,1888.0,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00586_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00586
583,7617,A00587,"Jones, George",artist,300,[title not known],date not known,"Ink, watercolour and graphite on paper",Presented by the artist's widow 1888,,1888.0,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00587_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00587
584,7618,A00588,"Jones, George",artist,300,[title not known],date not known,Watercolour and ink on paper,Presented by the artist's widow 1888,,1888.0,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00588_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00588
586,7620,A00590,"Jones, George",artist,300,[title not known],date not known,Watercolour and graphite on paper,Presented by the artist's widow 1888,,1888.0,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00590_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00590
587,7621,A00591,"Jones, George",artist,300,[title not known],date not known,"Watercolour, ink and graphite on paper",Presented by the artist's widow 1888,,1888.0,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00591_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00591
588,7622,A00592,"Jones, George",artist,300,[title not known],date not known,"Watercolour, ink and graphite on paper",Presented by the artist's widow 1888,,1888.0,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00592_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00592
